报道时间,省份,城市,新增确诊,新增出院,新增死亡,消息来源,来源链接1,来源链接2,来源链接3,备注
2月18日,河南,新乡市,0,0,1,新乡卫健委,http://www.xxswjw.gov.cn/page163?article_id=17638,,,
2月18日,河南,洛阳市,0,0,1,洛阳市卫生健康委官网,http://www.lyws.gov.cn/doc/4/2002/4821.html,,,
2月18日,湖南,岳阳市,1,0,0,央视,http://m.news.cctv.com/2020/02/18/ARTInZKxUo2hRq2k8NKIxuPC200218.shtml,,,
2月18日,湖南,长沙市,0,0,1,央视,http://m.news.cctv.com/2020/02/18/ARTInZKxUo2hRq2k8NKIxuPC200218.shtml,,,
2月18日,湖南,株洲市,0,0,0,央视,http://m.news.cctv.com/2020/02/18/ARTInZKxUo2hRq2k8NKIxuPC200218.shtml,,,
2月18日,湖南,湘潭市,0,1,0,央视,http://m.news.cctv.com/2020/02/18/ARTInZKxUo2hRq2k8NKIxuPC200218.shtml,,,
2月18日,湖南,邵阳市,0,0,0,央视,http://m.news.cctv.com/2020/02/18/ARTInZKxUo2hRq2k8NKIxuPC200218.shtml,,,
2月18日,湖南,岳阳市,0,0,0,央视,http://m.news.cctv.com/2020/02/18/ARTInZKxUo2hRq2k8NKIxuPC200218.shtml,,,
2月18日,湖南,常德市,0,0,0,央视,http://m.news.cctv.com/2020/02/18/ARTInZKxUo2hRq2k8NKIxuPC200218.shtml,,,
2月18日,湖南,张家界市,0,0,0,央视,http://m.news.cctv.com/2020/02/18/ARTInZKxUo2hRq2k8NKIxuPC200218.shtml,,,
2月18日,湖南,益阳市,0,0,0,央视,http://m.news.cctv.com/2020/02/18/ARTInZKxUo2hRq2k8NKIxuPC200218.shtml,,,
2月18日,湖南,郴州市,0,0,0,央视,http://m.news.cctv.com/2020/02/18/ARTInZKxUo2hRq2k8NKIxuPC200218.shtml,,,
2月18日,湖南,永州市,0,0,0,央视,http://m.news.cctv.com/2020/02/18/ARTInZKxUo2hRq2k8NKIxuPC200218.shtml,,,
2月18日,湖南,怀化市,0,2,0,央视,http://m.news.cctv.com/2020/02/18/ARTInZKxUo2hRq2k8NKIxuPC200218.shtml,,,
2月18日,天津,宝坻区,0,1,0,央视,http://m.news.cctv.com/2020/02/18/ARTI1i06JA4GDTXYVzOsH0Y2200218.shtml,,,
2月18日,云南,昆明市,1,0,0,央视,http://m.news.cctv.com/2020/02/18/ARTIrCF1GdqUIk4oQ7zhyojB200218.shtml,,,
2月18日,云南,曲靖市,0,1,0,央视,http://m.news.cctv.com/2020/02/18/ARTIrCF1GdqUIk4oQ7zhyojB200218.shtml,,,
2月18日,云南,西双版纳州,0,1,0,央视,http://m.news.cctv.com/2020/02/18/ARTIrCF1GdqUIk4oQ7zhyojB200218.shtml,,,
